PMID	abstract	a_term	b_term	c_term	cot	label
8941104	Carvedilol has improved the symptomatic status of patients with moderate to severe heart failure in single-center studies, but its clinical effects have not been evaluated in large, multicenter trials. We enrolled 278 patients with moderate to severe heart failure (6-minute walk distance, 150 to 450 m) and a left ventricular ejection fraction < or = 0.35 at 31 centers. After an open-label, run-in period, each patient was randomly assigned (double-blind) to either placebo (n = 145) or carvedilol (n = 133; target dose, 25 to 50 mg BID) for 6 months, while background therapy with digoxin, diuretics, and an ACE inhibitor remained constant. Compared with placebo, patients in the carvedilol group had a greater frequency of symptomatic improvement and lower risk of clinical deterioration, as evaluated by changes in the NYHA functional class (P = .014) or by a global assessment of progress judged either by the patient (P = .002) or by the physician (P < .001). In addition, treatment with carvedilol was associated with a significant increase in ejection fraction (P < .001) and a significant decrease in the combined risk of morbidity and mortality (P = .029). In contrast, carvedilol therapy had little effect on indirect measures of patient benefit, including changes in exercise tolerance or quality-of-life scores. The effects of the drug were similar in patients with ischemic heart disease or idiopathic dilated cardiomyopathy as the cause of heart failure. These findings indicate that, in addition to its favorable effects on survival, carvedilol produces important clinical benefits in patients with moderate to severe heart failure treated with digoxin, diuretics, and an ACE inhibitor.		ACE	Digoxin	The abstract provided discusses a clinical study evaluating the effects of carvedilol in patients with moderate to severe heart failure, where patients were also treated with digoxin, diuretics, and an ACE inhibitor.   Here's why the abstract scores a 0 for relevance in evaluating the hypothesis of the interaction between the drug digoxin and the gene ACE:  1. **Focus of the Study**: The main focus of the abstract is on the effects of carvedilol on patients with heart failure, with a particular emphasis on clinical outcomes such as symptomatic improvement, risk of clinical deterioration, ejection fraction, morbidity, and mortality.   2. **ACE Inhibitors as a Class**: The mention of an ACE inhibitor in the text is generic and refers to the class of drugs (Angiotensin-Converting Enzyme inhibitors) used in the management of heart failure and hypertension. It does not specifically discuss any genetic interactions with the ACE gene itself.  3. **No Direct Reference to Genetic Interactions**: The abstract contains no discussion or analysis of genetic interactions between digoxin (a cardiac glycoside) and the ACE gene. It solely mentions the use of these treatments in the context of a clinical setting without delving into their molecular or genetic interactions.  4. **Hypothesis Misalignment**: The hypothesis pertains to a genetic interaction between a drug and a gene, but the abstract discusses clinical practice and treatment efficacy in a multi-center trial. There is no information pertinent to genetic studies, gene-drug interactions, or any biochemical pathways involving the ACE gene and digoxin.  In summary, while the abstract provides valuable information on the clinical use of carvedilol in conjunction with an ACE inhibitor among heart failure patients, it does not provide any data or insights relevant to assessing the interaction between digoxin and the ACE gene. Thus, it is classified as not relevant (0) for addressing the given hypothesis.	0
18929564	The advent of targeted therapies in hepatocellular carcinoma (HCC) has underscored the importance of pathway characterization to identify novel molecular targets for treatment. We evaluated mTOR signaling in human HCC, as well as the antitumoral effect of a dual-level blockade of the mTOR pathway. The mTOR pathway was assessed using integrated data from mutation analysis (direct sequencing), DNA copy number changes (SNP-array), messenger RNA levels (quantitative reverse-transcription polymerase chain reaction and gene expression microarray), and protein activation (immunostaining) in 351 human samples [HCC (n = 314) and nontumoral tissue (n = 37)]. Effects of dual blockade of mTOR signaling using a rapamycin analogue (everolimus) and an epidermal/vascular endothelial growth factor receptor inhibitor (AEE788) were evaluated in liver cancer cell lines and in a xenograft model. Aberrant mTOR signaling (p-RPS6) was present in half of the cases, associated with insulin-like growth factor pathway activation, epidermal growth factor up-regulation, and PTEN dysregulation. PTEN and PI3KCA-B mutations were rare events. Chromosomal gains in RICTOR (25% of patients) and positive p-RPS6 staining correlated with recurrence. RICTOR-specific siRNA down-regulation reduced tumor cell viability in vitro. Blockage of mTOR signaling with everolimus in vitro and in a xenograft model decelerated tumor growth and increased survival. This effect was enhanced in vivo after epidermal growth factor blockade. MTOR signaling has a critical role in the pathogenesis of HCC, with evidence for the role of RICTOR in hepato-oncogenesis. MTOR blockade with everolimus is effective in vivo. These findings establish a rationale for targeting the mTOR pathway in clinical trials in HCC.		PTEN	Everolimus	Let's provide detailed reasoning for the label of 0 (Not Relevant) for the hypothesis:  1. **Absence of Direct Interaction Mention**: The abstract does not explicitly mention any direct interaction between Everolimus and PTEN. While it discusses the dysregulation of the mTOR pathway in HCC, including PTEN dysregulation, it does not directly address whether Everolimus interacts with PTEN.  2. **Focus on mTOR Pathway**: The abstract primarily focuses on the mTOR pathway and its dysregulation in HCC, rather than exploring specific drug-gene interactions. While PTEN dysregulation is implicated in the mTOR pathway, the abstract does not delve into the mechanistic details of how Everolimus interacts with PTEN specifically.  3. **Study Scope and Findings**: The study evaluates the effectiveness of Everolimus in inhibiting mTOR signaling and its impact on HCC progression. However, it does not investigate the molecular mechanisms underlying potential interactions between Everolimus and PTEN.  4. **Lack of Experimental Evidence**: While the abstract presents experimental evidence regarding the efficacy of Everolimus in inhibiting mTOR signaling and its effect on HCC progression, it does not provide direct experimental evidence or analysis regarding an interaction between Everolimus and PTEN at the molecular level.  5. **Limited Discussion on Drug-Gene Interactions**: Although the abstract discusses the importance of targeting the mTOR pathway in HCC treatment, it does not extensively discuss drug-gene interactions beyond the context of mTOR pathway dysregulation.  In summary, while the abstract provides valuable insights into the dysregulation of the mTOR pathway in HCC and the potential therapeutic implications, it does not directly address or provide evidence for an interaction between Everolimus and PTEN, leading to a label of 0 for the hypothesis.	0
22408430	The conserved serine/threonine kinase mTOR (the mammalian target of rapamycin), a downstream effector of the PI3K/AKT pathway, forms two distinct multiprotein complexes: mTORC1 and mTORC2. mTORC1 is sensitive to rapamycin, activates S6K1 and 4EBP1, which are involved in mRNA translation. It is activated by diverse stimuli, such as growth factors, nutrients, energy and stress signals, and essential signalling pathways, such as PI3K, MAPK and AMPK, in order to control cell growth, proliferation and survival. mTORC2 is considered resistant to rapamycin and is generally insensitive to nutrients and energy signals. It activates PKC-α and AKT and regulates the actin cytoskeleton. Deregulation of multiple elements of the mTOR pathway (PI3K amplification/mutation, PTEN loss of function, AKT overexpression, and S6K1, 4EBP1 and eIF4E overexpression) has been reported in many types of cancers, particularly in melanoma, where alterations in major components of the mTOR pathway were reported to have significant effects on tumour progression. Therefore, mTOR is an appealing therapeutic target and mTOR inhibitors, including the rapamycin analogues deforolimus, everolimus and temsirolimus, are submitted to clinical trials for treating multiple cancers, alone or in combination with inhibitors of other pathways. Importantly, temsirolimus and everolimus were recently approved by the FDA for the treatment of renal cell carcinoma, PNET and giant cell astrocytoma. Small molecules that inhibit mTOR kinase activity and dual PI3K-mTOR inhibitors are also being developed. In this review, we aim to survey relevant research, the molecular mechanisms of signalling, including upstream activation and downstream effectors, and the role of mTOR in cancer, mainly in melanoma.		PTEN	Everolimus	The abstract provided is highly relevant for evaluating the hypothesis that there exists an interaction between the drug Everolimus and the gene PTEN. Here’s a supporting argument for its relevance:  1. **Connection of Everolimus to the mTOR Pathway**: The abstract emphasizes Everolimus as a rapamycin analogue, which acts as an inhibitor of the mTOR (mammalian target of rapamycin) pathway. mTOR is a critical regulator in cell growth, proliferation, and survival.  2. **Role of PTEN as an mTOR Regulator**: PTEN (phosphatase and tensin homolog) is mentioned as part of the mTOR signaling pathway. PTEN acts as a tumor suppressor gene by negatively regulating the PI3K/Akt/mTOR pathway, primarily through its lipid phosphatase activity, which opposes PI3K action.  3. **Deregulation of the mTOR Pathway in Cancer**: The abstract discusses how alterations in the mTOR pathway components, including PTEN loss of function, can significantly affect tumor progression. This highlights how Everolimus, by targeting mTOR, might influence cancer dynamics influenced by PTEN status.  4. **Therapeutic Implications**: By mentioning that Everolimus has been approved by the FDA for the treatment of specific cancers and is under examination for others, the abstract underlines the real-world applications and importance of understanding how Everolimus interacts with the mTOR pathway, and by extension, PTEN.  5. **Molecular Mechanisms**: The abstract points to detailed connections among key elements in the signaling pathway, including PI3K, AKT, and PTEN, thereby aligning with Everolimus's action mechanism. This direct link in the pathway between PTEN and the mTOR complex, which Everolimus targets, corroborates the relevance of studying their interaction.  By outlining the role of PTEN in the regulation of the mTOR pathway, and noting the application of Everolimus as an mTOR inhibitor, the abstract provides valuable context for assessing the mechanistic interaction between the gene PTEN and the therapeutic action of the drug Everolimus in a cancer setting. Therefore, it was scored as 1 (Relevant) for evaluating this hypothesis.	1
31113817	CellMiner (http://discover.nci.nih.gov/cellminer) and CellMinerCDB (https://discover.nci.nih.gov/cellminercdb/) are web-based applications for mining publicly available genomic, molecular, and pharmacologic datasets of human cancer cell lines including the NCI-60, Cancer Cell Line Encyclopedia, Genomics of Drug Sensitivity in Cancer, Cancer Therapeutics Response Portal, NCI/DTP small cell lung cancer, and NCI Almanac cell line sets. Here, we introduce our RNA sequencing (RNA-seq) data for the NCI-60 and their access and integration with the other databases. Correlation to transcript microarray expression levels for identical genes and identical cell lines across CellMinerCDB demonstrates the high quality of these new RNA-seq data. We provide composite and isoform transcript expression data and demonstrate diversity in isoform composition for individual cancer- and pharmacologically relevant genes, including HRAS, PTEN, EGFR, RAD51, ALKBH2, BRCA1, ERBB2, TP53, FGFR2, and CTNND1. We reveal cell-specific differences in the overall levels of isoforms and show their linkage to expression of RNA processing and splicing genes as well as resultant alterations in cancer and pharmacologic gene sets. Gene-drug pairings linked by pathways or functions show specific correlations to isoforms compared with composite gene expression, including ALKBH2-benzaldehyde, AKT3-vandetanib, BCR-imatinib, CDK1 and 20-palbociclib, CASP1-imexon, and FGFR3-pazopanib. Loss of MUC1 20 amino acid variable number tandem repeats, which is used to elicit immune response, and the presence of the androgen receptor AR-V4 and -V7 isoforms in all NCI-60 tissue of origin types demonstrate translational relevance. In summary, we introduce RNA-seq data to our CellMiner and CellMinerCDB web applications, allowing their exploration for both research and translational purposes. SIGNIFICANCE: The current study provides RNA sequencing data for the NCI-60 cell lines made accessible through both CellMiner and CellMinerCDB and is an important pharmacogenomics resource for the field.		PTEN	Vandetanib	The abstract provided outlines the introduction of RNA sequencing (RNA-seq) data for the NCI-60 cell lines into the CellMiner and CellMinerCDB web applications, focusing on the analysis and integration of genomic, molecular, and pharmacological datasets of various human cancer cell lines. The core aim of the study is described as enhancing the capabilities of these databases to facilitate research and translational applications in cancer pharmacogenomics.  While the abstract mentions various genes and drug-gene pairings linked through pathways or functions, it specifically lists several gene-drug relationships, including a pairing of the gene AKT3 with the drug vandetanib.  However, the hypothesis presented is seeking to evaluate an interaction between the drug vandetanib and the gene PTEN. Although vandetanib is mentioned in conjunction with another gene (AKT3), there is no mention or implication of any interaction or relationship between vandetanib and PTEN within the context of this abstract. PTEN is indeed listed among the genes discussed in the context of isoform diversity, but it is not connected with vandetanib or any specific pharmacological data.  Consequently, the abstract lacks specific information or data concerning a direct correlation or interaction between vandetanib and PTEN. This disconnection renders the abstract not relevant (score of 0) for evaluating the hypothesis concerning the proposed interaction between vandetanib and the gene PTEN. The abstract, while rich with other data, does not provide insight or evidence to support or refute the specific gene-drug hypothesis in question.	0
22025146	There is no effective therapy for patients with advanced medullary thyroid carcinoma (MTC). Vandetanib, a once-daily oral inhibitor of RET kinase, vascular endothelial growth factor receptor, and epidermal growth factor receptor signaling, has previously shown antitumor activity in a phase II study of patients with advanced hereditary MTC. Patients with advanced MTC were randomly assigned in a 2:1 ratio to receive vandetanib 300 mg/d or placebo. On objective disease progression, patients could elect to receive open-label vandetanib. The primary end point was progression-free survival (PFS), determined by independent central Response Evaluation Criteria in Solid Tumors (RECIST) assessments. Between December 2006 and November 2007, 331 patients (mean age, 52 years; 90% sporadic; 95% metastatic) were randomly assigned to receive vandetanib (231) or placebo (100). At data cutoff (July 2009; median follow-up, 24 months), 37% of patients had progressed and 15% had died. The study met its primary objective of PFS prolongation with vandetanib versus placebo (hazard ratio [HR], 0.46; 95% CI, 0.31 to 0.69; P < .001). Statistically significant advantages for vandetanib were also seen for objective response rate (P < .001), disease control rate (P = .001), and biochemical response (P < .001). Overall survival data were immature at data cutoff (HR, 0.89; 95% CI, 0.48 to 1.65). A final survival analysis will take place when 50% of the patients have died. Common adverse events (any grade) occurred more frequently with vandetanib compared with placebo, including diarrhea (56% v 26%), rash (45% v 11%), nausea (33% v 16%), hypertension (32% v 5%), and headache (26% v 9%). Vandetanib demonstrated therapeutic efficacy in a phase III trial of patients with advanced MTC (ClinicalTrials.gov NCT00410761).		RET	Vandetanib	The abstract provided offers significant information necessary for evaluating the hypothesis that there exists an interaction between the drug Vandetanib and the gene RET. Here’s how the abstract substantiates its relevancy:  1. **Specific Mention of RET Kinase:** The abstract directly states that Vandetanib is an inhibitor of RET kinase. This directly links the drug Vandetanib with the target gene RET, affirming the interaction between them as relevant to the drug’s mechanism of action.  2. **Clinical Impact of Vandetanib on RET-related Cancer:** Vandetanib was used in a clinical trial involving patients with advanced medullary thyroid carcinoma (MTC), a type of cancer potentially associated with mutations or dysregulations of the RET gene. The effectiveness of Vandetanib in this trial supports its action on RET kinase as being clinically significant.   3. **Objective Measurements and Results:** The abstract discusses the outcomes of using Vandetanib, including progression-free survival, objective response rate, and disease control rate, which were all positively impacted by the treatment compared to placebo. This suggests that Vandetanib’s inhibition of RET kinase contributes beneficially to its therapeutic effects.  4. **Drug Action Mechanism:** While the abstract does not delve into the molecular mechanics of how Vandetanib inhibits RET, the mentioned relationship and the contextual setting of a RET-associated cancer trial confirm the drug-gene interaction.  5. **Clinical Trial Data:** The inclusion of data from a phase III clinical trial (with specifics on the study’s structure, patient demographics, and results) provides a strong, evidence-based foundation affirming the drug’s clinical relevance in targeting RET kinase.  Therefore, the abstract is classified as relevant (1) in confirming and clarifying the interaction between the drug Vandetanib and the gene RET, which is crucial for understanding the molecular basis of its therapeutic effects in RET-associated cancers like medullary thyroid carcinoma. This validation supports therapeutic strategies and gives insight into how the drug works at a genetic level, making it directly relevant to the provided hypothesis.	1
22327624	We identified in-frame fusion transcripts of KIF5B (the kinesin family 5B gene) and the RET oncogene, which are present in 1-2% of lung adenocarcinomas (LADCs) from people from Japan and the United States, using whole-transcriptome sequencing. The KIF5B-RET fusion leads to aberrant activation of RET kinase and is considered to be a new driver mutation of LADC because it segregates from mutations or fusions in EGFR, KRAS, HER2 and ALK, and a RET tyrosine kinase inhibitor, vandetanib, suppresses the fusion-induced anchorage-independent growth activity of NIH3T3 cells.		RET	Vandetanib	The abstract provided is relevant and suitable for evaluating the hypothesis that there exists an interaction between the drug Vandetanib and the gene RET. Here’s a detailed rationale for scoring it as relevant (1):  1. **Specific Mention of Vandetanib and RET Interaction**: The abstract directly mentions that Vandetanib, a RET tyrosine kinase inhibitor, suppresses the fusion-induced anchorage-independent growth activity of NIH3T3 cells. This explicitly indicates an interaction between the drug Vandetanib and the RET gene, specifically in the context of a gene fusion that activates RET kinase.  2. **Context of Gene Fusion**: The abstract refers to an in-frame fusion between the KIF5B gene and the RET oncogene, leading to aberrant activation of RET kinase. The role of Vandetanib in inhibiting this aberrant kinase activity directly ties into the drug-gene interaction hypothesized, providing a clear example of how Vandetanib affects RET function.  3. **Relevance to Disease Model**: The mention that this RET kinase activity due to the KIF5B-RET fusion is a driver mutation in lung adenocarcinomas (LADCs) underlines the clinical relevance of understanding and targeting this interaction. This enhances the significance of the Vandetanib-RET interaction as it relates to potential therapeutic strategies in cancer treatment.  4. **Mechanism of Action**: By indicating that Vandetanib suppresses fusion-induced growth activity, the abstract suggests a specific mechanism of action of Vandetanib on RET kinase, which is valuable for understanding how the drug affects cellular processes driven by RET activation.  In summary, the abstract clearly supports the hypothesis by providing evidence of a functional interaction between Vandetanib and the RET gene, associated with pathological consequences in lung adenocarcinomas. This interaction is demonstrated through the inhibition of pathological cell growth, affirming the relevance of the abstract in evaluating the provided hypothesis.	1
19474787	The ABCG2 c.421C>A single-nucleotide polymorphism (SNP) was determined in 660 healthy Finnish volunteers, of whom 32 participated in a pharmacokinetic crossover study involving the administration of 20 mg atorvastatin and rosuvastatin. The frequency of the c.421A variant allele was 9.5% (95% confidence interval 8.1-11.3%). Subjects with the c.421AA genotype (n = 4) had a 72% larger mean area under the plasma atorvastatin concentration-time curve from time 0 to infinity (AUC(0-infinity)) than individuals with the c.421CC genotype had (n = 16; P = 0.049). In participants with the c.421AA genotype, the rosuvastatin AUC(0-infinity) was 100% greater than in those with c.421CA (n = 12) and 144% greater than in those with the c.421CC genotype. Also, those with the c.421AA genotype showed peak plasma rosuvastatin concentrations 108% higher than those in the c.421CA genotype group and 131% higher than those in the c.421CC genotype group (P < or = 0.01). In MDCKII-ABCG2 cells, atorvastatin transport was increased in the apical direction as compared with vector control cells (transport ratio 1.9 +/- 0.1 vs. 1.1 +/- 0.1). These results indicate that the ABCG2 polymorphism markedly affects the pharmacokinetics of atorvastatin and, even more so, of rosuvastatin-potentially affecting the efficacy and toxicity of statin therapy.		ABCG2	Atorvastatin	The abstract provided directly pertains to the hypothesis concerning the interaction between the drug Atorvastatin and the gene ABCG2, which makes it highly relevant and justifies the score of 1. Here’s a more detailed analysis supporting this score:  1. **Direct Reference to ABCG2 and Atorvastatin**: The abstract specifically mentions the ABCG2 gene and directly investigates its effect on the pharmacokinetics of atorvastatin. ABCG2, a transporter gene, plays a significant role in drug disposition and resistance, impacting the absorption and elimination of various drugs including statins like atorvastatin.  2. **Genotype-Pharmacokinetic Relationship**: The study provides quantifiable data on how different genotypes of the ABCG2 gene affect the pharmacokinetics of atorvastatin. Individuals with the c.421AA genotype are shown to have a significantly larger area under the plasma atorvastatin concentration-time curve (AUC), compared to those with the c.421CC genotype, demonstrating a clear genetic influence on drug metabolism and efficacy.  3. **Experimental and Statistical Significance**: The findings are supportive of the hypothesis with statistical relevance, as indicated by a P-value of 0.049 for the differences in atorvastatin AUC between genotypes. This underlines the influence of ABCG2 on atorvastatin's pharmacokinetics, affirming the gene-drug interaction.  4. **Biological Plausibility and Mechanism**: In addition to human studies, the abstract also mentions experiments conducted in MDCKII-ABCG2 cells that further corroborate the role of ABCG2 in modifying atorvastatin transport. The increased transport of atorvastatin in cells expressing ABCG2 versus control cells provides a mechanistic insight into how the gene affects the drug’s bioavailability.  5. **Clinical and Therapeutic Implications**: Understanding the interaction between ABCG2 and atorvastatin not only has pharmacokinetic implications but also potential clinical implications, influencing dosage and treatment efficacy. This highlights the relevance of the study in a real-world context, where genotype-specific dosing could optimize therapy outcomes.  In summary, the abstract is precisely relevant for evaluating the stated hypothesis as it directly links the ABCG2 gene's polymorphism with altered pharmacokinetics of atorvastatin, providing both empirical evidence and mechanistic insights into this gene-drug interaction. The data substantiates the notion that genetic variations in ABCG2 can significantly impact the therapeutic effects and efficacy of atorvastatin, making it a pivotal study for understanding personalized medication strategies in statin use.	1
23876492	A barrier to statin therapy is myopathy associated with elevated systemic drug exposure. Our objective was to examine the association between clinical and pharmacogenetic variables and statin concentrations in patients. In total, 299 patients taking atorvastatin or rosuvastatin were prospectively recruited at an outpatient referral center. The contribution of clinical variables and transporter gene polymorphisms to statin concentration was assessed using multiple linear regression. We observed 45-fold variation in statin concentration among patients taking the same dose. After adjustment for sex, age, body mass index, ethnicity, dose, and time from last dose, SLCO1B1 c.521T>C (P<0.001) and ABCG2 c.421C>A (P<0.01) were important to rosuvastatin concentration (adjusted R(2)=0.56 for the final model). Atorvastatin concentration was associated with SLCO1B1 c.388A>G (P<0.01) and c.521T>C (P<0.05) and 4β-hydroxycholesterol, a CYP3A activity marker (adjusted R(2)=0.47). A second cohort of 579 patients from primary and specialty care databases were retrospectively genotyped. In this cohort, genotypes associated with statin concentration were not differently distributed among dosing groups, implying providers had not yet optimized each patient's risk-benefit ratio. Nearly 50% of patients in routine practice taking the highest doses were predicted to have statin concentrations greater than the 90th percentile. Interindividual variability in statin exposure in patients is associated with uptake and efflux transporter polymorphisms. An algorithm incorporating genomic and clinical variables to avoid high atorvastatin and rosuvastatin levels is described; further study will determine whether this approach reduces incidence of statin myopathy.		ABCG2	Atorvastatin	The abstract provided discusses the association between clinical variables, pharmacogenetic factors, and statin concentrations in patients taking atorvastatin and rosuvastatin. However, while the abstract examines the influence of transporter gene polymorphisms on statin concentrations, it does not specifically investigate an interaction between atorvastatin and the ABCG2 gene as hypothesized. Instead, it mentions the association of ABCG2 polymorphisms with rosuvastatin concentration, but not with atorvastatin concentration. Since the hypothesis focuses on an interaction between atorvastatin and the ABCG2 gene, and this specific interaction is not directly addressed in the abstract, the relevance to the hypothesis is questionable. Therefore, the abstract is classified as not relevant (score = 0).	0
27541716	The organic cation transporter OCT1 (SLC22A1) mediates uptake and metabolism of the active tramadol metabolite (+)O-desmethyltramadol in the liver. In this study, the influence of OCT1 genetic polymorphisms on pharmacokinetics and analgesic efficacy of tramadol in patients recovering from surgery was analyzed in addition to the CYP2D6 genotype. Postoperative patients who received tramadol through patient-controlled analgesia were enrolled. Genotypes resulting in 0, 1, or 2 active OCT1 alleles were determined as well as CYP2D6 genotypes. The primary endpoint was the 24-hour postoperative tramadol consumption in patients with 0 vs at least 1 active OCT1 allele. Secondary endpoint was the OCT1-dependent plasma concentration (areas under the concentration-time curves) of the active tramadol metabolite (+)O-desmethyltramadol. Of 205 patients, 19, 82, and 104 carried 0, 1, and 2 active OCT1 alleles, respectively. Cumulative tramadol consumption through patient-controlled analgesia was lowest in patients with 0 active OCT1 allele compared with the group of patients with 1 or 2 active alleles (343 ± 235 vs 484 ± 276 mg; P = 0.03). Multiple regression revealed that the number of active OCT1 alleles (P = 0.014), CYP2D6 (P = 0.001), pain scores (P < 0.001), and the extent of surgery (0.034) had a significant influence on tramadol consumption. Plasma areas under the concentration-time curves of (+)O-desmethyltramadol were 111.8 (95% confidence interval: 63.4-160.1), 80.2 (65.1-95.3), and 64.5 (51.9-77.2) h·ng·mL in carriers of 0, 1, or 2 active OCT1 alleles (P = 0.03). Loss of OCT1 function resulted in reduced tramadol consumption and increased plasma concentrations of (+)O-desmethyltramadol in patients recovering from surgery. Therefore, analyzing OCT1 next to CYP2D6 genotype might further improve future genotype-dependent dose recommendations for tramadol.		SLC22A1	Tramadol	The abstract was scored as 1 (Relevant) because it directly pertains to and significantly supports the hypothesis that there exists an interaction between the drug Tramadol and the gene SLC22A1. The detailed arguments illustrating its relevance are:  1. **Direct Mention of Gene SLC22A1 (OCT1)**: The abstract explicitly mentions the gene SLC22A1, also referred to as OCT1, and discusses its role in the uptake and metabolism of the active tramadol metabolite (+)O-desmethyltramadol in the liver. This direct mention establishes a genetic link to the drug's pharmacokinetics.  2. **Study of Genetic Polymorphisms**: The study investigates how polymorphisms in the OCT1 gene affect the pharmacokinetics and analgesic efficacy of tramadol in patients. This is a direct examination of the gene-drug interaction in a clinical context, which is central to testing the hypothesis.  3. **Measurement of Pharmacokinetic Parameters**: The research measures tramadol consumption and plasma concentrations of its active metabolite in relation to differing numbers of active OCT1 alleles. These measurements are crucial for understanding how variations in the OCT1 gene can influence the drug's effectiveness and metabolism.  4. **Significant Findings Related to OCT1**: The results reported significant differences in tramadol consumption and plasma concentrations of the active metabolite among patients with different OCT1 genotypes. Specifically, those with fewer active OCT1 alleles consumed less tramadol and had higher plasma concentrations of the metabolite, suggesting a slower metabolism and potentially prolonged effect of the drug.  5. **Implications for Dosage Recommendations**: The study suggests that analysis of the OCT1 genotype, along with another gene (CYP2D6), could improve personalized or genotype-dependent dosing of tramadol. This statement underlines the practical implications of the gene-drug interaction in clinical settings.  In summary, the abstract is highly relevant as it provides robust evidence of an interaction between tramadol and the gene SLC22A1, through detailed genetic analysis, measurements of drug metabolism, and suggestions for clinical application based on genetic profiling. These elements directly address and support the hypothesis, making the abstract relevant for evaluating the proposed interaction.	1
25539501	The rate of entry of cocaine into the brain is a critical factor that influences neuronal plasticity and the development of cocaine addiction. Until now, passive diffusion has been considered the unique mechanism known by which cocaine crosses the blood-brain barrier. We reassessed mechanisms of transport of cocaine at the blood-brain barrier using a human cerebral capillary endothelial cell line (hCMEC/D3) and in situ mouse carotid perfusion. Both in vivo and in vitro cocaine transport studies demonstrated the coexistence of a carrier-mediated process with passive diffusion. At pharmacological exposure level, passive diffusion of cocaine accounted for only 22.5% of the total cocaine influx in mice and 5.9% in hCMEC/D3 cells, whereas the carrier-mediated influx rate was 3.4 times greater than its passive diffusion rate in vivo. The functional identification of this carrier-mediated transport demonstrated the involvement of a proton antiporter that shared the properties of the previously characterized clonidine and nicotine transporter. The functionnal characterization suggests that the solute carrier (SLC) transporters Oct (Slc22a1-3), Mate (Slc47a1) and Octn (Slc22a4-5) are not involved in the cocaine transport in vivo and in vitro. Diphenhydramine, heroin, tramadol, cocaethylene, and norcocaine all strongly inhibited cocaine transport, unlike benzoylecgonine. Trans-stimulation studies indicated that diphenhydramine, nicotine, 3,4-methylenedioxyamphetamine (ecstasy) and the cathinone compound 3,4-methylenedioxypyrovalerone (MDPV) were also substrates of the cocaine transporter. Cocaine transport at the BBB involves a proton-antiporter flux that is quantitatively much more important than its passive diffusion. The molecular identification and characterization of this transporter will provide new tools to understand its role in addictive mechanisms.		SLC22A1	Tramadol	The provided abstract focuses primarily on the mechanisms of cocaine transport across the blood-brain barrier (BBB), involving a detailed investigation of both passive diffusion and a proton-antiporter-mediated transport process. Despite the investigation of multiple substances that may interact with this cocaine transporter, including tramadol, the abstract does not specifically explore any genetic interactions involving the gene SLC22A1.  Here's why the text was scored as not relevant:  1. **Gene Focus Misalignment**: While the abstract does mention SLC family transporters (specifically Oct, Mate, and Octn), it explicitly states that these are **not involved** in cocaine transport either in vivo or in vitro. SLC22A1, which is part of the Oct family, is thus implicitly noted as unrelated to the cocaine transport mechanism described.  2. **No Direct Reference to SLC22A1**: There is no explicit mention or investigation of the gene SLC22A1 within the context of tramadol or cocaine transport. The focus is on the process rather than genetic specifics concerning SLC22A1.  3. **General Context of Other Substances**: While tramadol is mentioned as a strong inhibitor of cocaine transport, this information does not link tramadol directly to interactions with SLC22A1 within the context of gene expression or genetic influence.  4. **Lack of Genetic Insight**: The study's findings predominantly revolve around physiological and biochemical transport mechanisms at the BBB, rather than genetic interactions or expressions, such as those concerning SLC22A1.  In conclusion, the abstract does not provide any substantial evidence or insight into the interactions between tramadol and the gene SLC22A1, making it not relevant for evaluating the provided hypothesis. Thus, the score of 0 is justified as the text does not facilitate understanding or confirmation of a direct link between tramadol and the gene SLC22A1 in any bio-genetic capacity related to the contexts described.	0
