PMID	abstract	a_term	b_term	c_term	cot	label
12814710	Individuals with diabetes are at increased risk of cardiovascular morbidity and mortality, although typically their plasma concentrations of LDL cholesterol are similar to those in the general population. Previous evidence about the effects of lowering cholesterol in people with diabetes has been limited, and most diabetic patients do not currently receive cholesterol-lowering therapy despite their increased risk. 5963 UK adults (aged 40-80 years) known to have diabetes, and an additional 14573 with occlusive arterial disease (but no diagnosed diabetes), were randomly allocated to receive 40 mg simvastatin daily or matching placebo. Prespecified analyses in these prior disease subcategories, and other relevant subcategories, were of first major coronary event (ie, non-fatal myocardial infarction or coronary death) and of first major vascular event (ie, major coronary event, stroke or revascularisation). Analyses were also conducted of subsequent vascular events during the scheduled treatment period. Comparisons are of all simvastatin-allocated versus all placebo-allocated participants (ie, intention to treat), which yielded an average difference in LDL cholesterol of 1.0 mmol/L (39 mg/dL) during the 5-year treatment period. Both among the participants who presented with diabetes and among those who did not, there were highly significant reductions of about a quarter in the first event rate for major coronary events, for strokes, and for revascularisations. For the first occurrence of any of these major vascular events among participants with diabetes, there was a definite 22% (95% CI 13-30) reduction in the event rate (601 [20.2%] simvastatin-allocated vs 748 [25.1%] placebo-allocated, p<0.0001), which was similar to that among the other high-risk individuals studied. There were also highly significant reductions of 33% (95% CI 17-46, p=0.0003) among the 2912 diabetic participants who did not have any diagnosed occlusive arterial disease at entry, and of 27% (95% CI 13-40, p=0.0007) among the 2426 diabetic participants whose pretreatment LDL cholesterol concentration was below 3.0 mmol/L (116 mg/dL). The proportional reduction in risk was also about a quarter among various other subcategories of diabetic patient studied, including: those with different duration, type, or control of diabetes; those aged over 65 years at entry or with hypertension; and those with total cholesterol below 5.0 mmol/L (193 mg/dL). In addition, among participants who had a first major vascular event following randomisation, allocation to simvastatin reduced the rate of subsequent events during the scheduled treatment period. The present study provides direct evidence that cholesterol-lowering therapy is beneficial for people with diabetes even if they do not already have manifest coronary disease or high cholesterol concentrations. Allocation to 40 mg simvastatin daily reduced the rate of first major vascular events by about a quarter in a wide range of diabetic patients studied. After making allowance for non-compliance, actual use of this statin regimen would probably reduce these rates by about a third. For example, among the type of diabetic patient studied without occlusive arterial disease, 5 years of treatment would be expected to prevent about 45 people per 1000 from having at least one major vascular event (and, among these 45 people, to prevent about 70 first or subsequent events during this treatment period). Statin therapy should now be considered routinely for all diabetic patients at sufficiently high risk of major vascular events, irrespective of their initial cholesterol concentrations.	High Cholesterol		Simvastatin		1
15016485	Lower blood cholesterol concentrations have consistently been found to be strongly associated with lower risks of coronary disease but not with lower risks of stroke. Despite this observation, previous randomised trials had indicated that cholesterol-lowering statin therapy reduces the risk of stroke, but large-scale prospective confirmation has been needed. 3280 adults with cerebrovascular disease, and an additional 17256 with other occlusive arterial disease or diabetes, were randomly allocated 40 mg simvastatin daily or matching placebo. Subgroup analyses were prespecified of first "major vascular event" (ie, non-fatal myocardial infarction or coronary death, stroke of any type, or any revascularisation procedure) in prior disease subcategories. Subsidiary outcomes included any stroke, and stroke sub-type. Comparisons are of all simvastatin-allocated versus all placebo-allocated participants (ie, "intention-to-treat"), which yielded an average difference in LDL cholesterol of 1.0 mmol/L (39 mg/dL) during the 5-year treatment period. Overall, there was a highly significant 25% (95% CI 15-34) proportional reduction in the first event rate for stroke (444 [4.3%] simvastatin vs 585 [5.7%] placebo; p<0.0001), reflecting a definite 28% (19-37) reduction in presumed ischaemic strokes (p<0.0001) and no apparent difference in strokes attributed to haemorrhage (51 [0.5%] vs 53 [0.5%]; rate ratio 0.95 [0.65-1.40]; p=0.8). In addition, simvastatin reduced the numbers having transient cerebral ischaemic attacks alone (2.0% vs 2.4%; p=0.02) or requiring carotid endarterectomy or angioplasty (0.4% vs 0.8%; p=0.0003). The reduction in stroke was not significant during the first year, but was already significant (p=0.0004) by the end of the second year. Among patients with pre-existing cerebrovascular disease there was no apparent reduction in the stroke rate, but there was a highly significant 20% (8-29) reduction in the rate of any major vascular event (406 [24.7%] vs 488 [29.8%]; p=0.001). The proportional reductions in stroke were about one-quarter in each of the other subcategories of participant studied, including: those with coronary disease or diabetes; those aged under or over 70 years at entry; and those presenting with different levels of blood pressure or lipids (even when the pretreatment LDL cholesterol was below 3.0 mmol/L [116 mg/dL]). Much larger numbers of people in the present study suffered a stroke than in any previous cholesterol-lowering trial. The results demonstrate that statin therapy rapidly reduces the incidence not only of coronary events but also of ischaemic strokes, with no apparent effect on cerebral haemorrhage, even among individuals who do not have high cholesterol concentrations. Allocation to 40 mg simvastatin daily reduced the rate of ischaemic strokes by about one-quarter and so, after making allowance for non-compliance in the trial, actual use of this regimen would probably reduce the stroke rate by about a third. HPS also provides definitive evidence that statin therapy is beneficial for people with pre-existing cerebrovascular disease, even if they do not already have manifest coronary disease.	High Cholesterol		Simvastatin		1
11815421	Previous studies have demonstrated that experimental hypercholesterolemia leads to neovascularization in the coronary artery vasa vasorum (VV). Recent evidence suggests that HMG-CoA reductase inhibitors (statins) have beneficial effects independent of lipid lowering. We aimed to determine the effect of simvastatin on coronary VV neovascularization, in the absence of cholesterol lowering. Pigs were randomized to 3 groups fed a normal (N), high cholesterol (HC), or HC+simvastatin (HC+S) diet for 12 weeks. The proximal left anterior descending artery was isolated, scanned with micro-CT, and reconstructed. Quantification of the VV density in serial cross-sections along the vessel was then performed. LDL cholesterol was similarly increased in HC and HC+S compared with N. There was an increase in both VV density (4.7+/-0.3 versus 2.7+/-0.2 n/mm(2); P<0.05) and vessel wall area (3.1+/-0.2 versus 1.8+/-0.1 mm(2); P<0.05) in HC compared with N. The VV density in HC+S was preserved compared with HC (3.0+/-0.2 n/mm(2); P<0.05), despite similar increase in vessel wall area compared with N (2.5+/-0.1 mm(2); P<0.05). Coronary artery tissue expression of VEGF was increased in HC but not in HC+S compared with N. In parallel, immunoreactivity for HIF-1alpha, VEGF, MMP-2, and MMP-9 was accentuated in the outer media in HC but not in HC+S compared with N. This study demonstrates that simvastatin attenuates hypoxia in the coronary artery wall and VV neovascularization in experimental hypercholesterolemia, despite no change in plasma lipids. These data are consistent with an additional mechanism for the vascular effects of the statins, independent of cholesterol lowering.	High Cholesterol		Simvastatin		0
11382730	Simvastatin attenuates ischemia and reperfusion in normocholesterolemic animals by stabilizing endothelial nitric oxide synthase activity and inhibiting neutrophil-mediated injury. Because endothelial dysfunction is a detrimental effect of hypercholesterolemia, we examined whether short-term treatment with simvastatin could inhibit leukocyte-endothelium interaction and attenuate myocardial ischemia-reperfusion injury in apoE-deficient (apoE(-/-)) mice fed a high-cholesterol diet. We studied leukocyte-endothelium interactions in apoE(-/-) mice fed a normal or a high-cholesterol diet after short-term (ie, 18 hours) simvastatin treatment. We also studied simvastatin treatment in myocardial ischemia-reperfusion injury by subjecting apoE(-/-) mice to 30 minutes of ischemia and 24 hours of reperfusion. ApoE(-/-) mice fed a high-cholesterol diet exhibited higher blood cholesterol levels, which were not affected by short-term simvastatin treatment. However, the increased leukocyte rolling and adherence that occurred in cholesterol-fed apoE(-/-) mice (P<0.001 versus control diet) were significantly attenuated by simvastatin treatment (P<0.01 versus vehicle). Cholesterol-fed apoE(-/-) mice subjected to myocardial ischemia-reperfusion also experienced increased myocardial necrosis (P<0.01 versus control diet), which was significantly attenuated by simvastatin (P<0.01 versus vehicle). Simvastatin therapy also significantly increased vascular nitric oxide production in apoE(-/-) mice. Simvastatin attenuates leukocyte-endothelial cell interactions and ameliorates ischemic injury in hypercholesterolemic mice independently of lipid-lowering actions.	High Cholesterol		Simvastatin		0
9880379	From a physiological perspective, physical activity might be expected to decrease the risk of developing stroke. However, epidemiological studies of physical activity and stroke risk have yielded divergent findings. We therefore sought to examine the association between exercise and stroke risk. This was a prospective cohort study of 21 823 men, followed up for an average of 11.1 years. Participants were from the Physicians' Health Study, a randomized trial of low-dose aspirin and beta carotene. Men, aged 40 to 84 years at baseline, were free of self-reported myocardial infarction, stroke, transient ischemic attack, and cancer. At baseline, they reported on the frequency of exercise vigorous enough to work up a sweat. Stroke occurrence was reported by participants and confirmed after medical record review (n=533). We used Cox proportional hazards regression to analyze the data. With adjustment for age, treatment assignment, smoking, alcohol intake, history of angina, and parental history of myocardial infarction, the relative risks of total stroke associated with vigorous exercise <1 time, 1 time, 2 to 4 times, and >/=5 times per week at baseline were 1.00 (referent), 0.79 (95% confidence interval [CI], 0.61 to 1. 03), 0.80 (95% CI, 0.65 to 0.99), and 0.79 (95% CI, 0.61 to 1.03), respectively; P for trend=0.04. In subgroup analyses, the inverse association appeared stronger with hemorrhagic than ischemic stroke. When we additionally adjusted for body mass index, history of hypertension, high cholesterol, and diabetes mellitus, corresponding relative risks for total stroke were 1.00 (referent), 0.81 (95% CI, 0.61 to 1.07), 0.88 (95% CI, 0.70 to 1.10), and 0.86 (95% CI, 0.65 to 1.13), respectively; P for trend=0.25. Exercise vigorous enough to work up a sweat is associated with decreased stroke risk in men. In the present study, the inverse association with physical activity appeared to be mediated through beneficial effects on body weight, blood pressure, serum cholesterol, and glucose tolerance. Apart from its favorable influences on these variables, physical activity had no significant residual association with stroke incidence.	High Cholesterol		Aspirin		0
11182189	Beneficial effects of statins in preventing cardiovascular events may depend, at least in part, on their anti-inflammatory action. The aim of the study was to assess the influence of simvastatin and aspirin on serum levels of C-reactive protein (CRP), tumor necrosis factor-alpha (TNF-alpha) and interleukin-6 (IL-6) in hypercholesterolemic subjects. In 33 asymptomatic men with total cholesterol (TC) >6.5 mmol l(-1) and in 25 men with coronary heart disease and borderline-high cholesterol levels (between 5.2 and 6.5 mmol l(-1)) chronically treated with low-dose aspirin (75 mg/d), serum levels of CRP, TNF-alpha, IL-6, and IL-8 were determined before and after a 3-month simvastatin therapy (20-40 mg daily). In the former group, these markers of inflammation were also measured before and after a 2-week treatment with aspirin (300 mg/d), implemented prior to and in combination with simvastatin. A distinct reduction of CRP and TNF-alpha was found in both groups; IL-6 levels were decreased only in subjects with marked hypercholesterolemia. Aspirin had no effect on the anti-inflammatory action of simvastatin. In men with hypercholesterolemia simvastatin treatment lowers serum levels of CRP and proinflammatory cytokines. Low-dose aspirin does not add to the anti-inflammatory action of simvastatin.	High Cholesterol		Aspirin		0
11171873	Previous studies of diet and coronary heart disease (CHD) have focused on intake of nutrients rather than whole foods. Because of the findings that dietary fibre, folate and antioxidants may be protective for CHD, increased intake of vegetables has been recommended. However, due to the chemical and physical complexity of vegetables, the effects of individual nutrients may differ if eaten as whole foods. Moreover, little is known about the direct association between vegetable intake and risk of CHD. We prospectively evaluated the relation between vegetable intake and CHD risk in the Physicians' Health Study, a randomized trial of aspirin and beta-carotene among 22 071 US male physicians aged 40-84 years in 1982. In this analysis, we included 15 220 men without heart disease, stroke or cancer at baseline who provided information on their vegetable intake at baseline, and in the 2nd, 4th and 6th years of follow-up using a simple semiquantitative food frequency questionnaire including eight vegetables. We confirmed 1148 incident cases of CHD (387 incident cases of myocardial infarction and 761 incident cases of coronary artery bypass grafting or percutaneous transluminal coronary angioplasty) during 12 years of follow-up. After adjusting for age, randomized treatment, body mass index (BMI), smoking, alcohol intake, physical activity, history of diabetes, history of hypertension, history of high cholesterol, and use of multivitamins, men who consumed at least 2.5 servings/day of vegetables had a relative risk (RR) of 0.77 (95% CI : 0.60-0.98) for CHD, compared with men in the lowest category (<1 serving/day). Adjusting for the same covariates in an analysis of the overall trend that considered intake of vegetables as a continuous variable, we found a RR of 0.83 (95% CI : 0.71-0.98) for risk of CHD for each additional serving/day of vegetables. The inverse relation between vegetable intake and CHD risk was more evident among men with a BMI > or =25 (RR = 0.71, 95% CI : 0.51-0.99) or current smokers (RR = 0.40, 95% CI : 0.18-0.86) comparing highest to the lowest categories of intake. Our results suggest an inverse association between vegetable intake and risk of CHD. These prospective data support current dietary guidelines to increase vegetable intake for the prevention of CHD.	High Cholesterol		Aspirin		0
15897342	Homeless people represent an extremely disadvantaged group in North America. Among older homeless men, cardiovascular disease (CVD) is the leading cause of death. The objective of this study was to examine cardiovascular risk factors in a representative sample of homeless adults and identify opportunities for improved risk factor modification. Homeless persons were randomly selected at shelters for single adults in Toronto. Response rate was 79%. Participants (n=202) underwent interviews, physical measurements, and blood sampling. The mean age of participants was 42 years, and 89% were men. The prevalence of smoking among homeless subjects (78%; 95% confidence interval [CI], 72% to 84%) was significantly higher than in the general population (standardized morbidity ratio [SMR], 254; 95% CI, 216 to 297). Hypertension, high cholesterol, and diabetes were not more prevalent than in the general population but were often poorly controlled. Homeless men were significantly less likely to be overweight or obese than men in the general population (SMR, 79; 95% CI, 63 to 98). Cocaine use in the last year was reported by 29% of subjects (95% CI, 23% to 36%). CVD was reported by 15% of subjects, fewer than one third of whom reported taking aspirin or cholesterol-lowering medication. According to multiple-risk-factor equations, the median estimated 10-year absolute risk of myocardial infarction or coronary death among homeless men aged 30 to 74 years was 5% (interquartile range, 3% to 9%). Cardiovascular risk factor modification is suboptimal among homeless adults in Toronto, despite universal health insurance. Multiple risk factor equations may underestimate true risk in this population because of inadequate accounting for factors such as cocaine use and heavy smoking.	High Cholesterol		Aspirin		0
12114036	Throughout the usual LDL cholesterol range in Western populations, lower blood concentrations are associated with lower cardiovascular disease risk. In such populations, therefore, reducing LDL cholesterol may reduce the development of vascular disease, largely irrespective of initial cholesterol concentrations. 20,536 UK adults (aged 40-80 years) with coronary disease, other occlusive arterial disease, or diabetes were randomly allocated to receive 40 mg simvastatin daily (average compliance: 85%) or matching placebo (average non-study statin use: 17%). Analyses are of the first occurrence of particular events, and compare all simvastatin-allocated versus all placebo-allocated participants. These "intention-to-treat" comparisons assess the effects of about two-thirds (85% minus 17%) taking a statin during the scheduled 5-year treatment period, which yielded an average difference in LDL cholesterol of 1.0 mmol/L (about two-thirds of the effect of actual use of 40 mg simvastatin daily). Primary outcomes were mortality (for overall analyses) and fatal or non-fatal vascular events (for subcategory analyses), with subsidiary assessments of cancer and of other major morbidity. All-cause mortality was significantly reduced (1328 [12.9%] deaths among 10,269 allocated simvastatin versus 1507 [14.7%] among 10,267 allocated placebo; p=0.0003), due to a highly significant 18% (SE 5) proportional reduction in the coronary death rate (587 [5.7%] vs 707 [6.9%]; p=0.0005), a marginally significant reduction in other vascular deaths (194 [1.9%] vs 230 [2.2%]; p=0.07), and a non-significant reduction in non-vascular deaths (547 [5.3%] vs 570 [5.6%]; p=0.4). There were highly significant reductions of about one-quarter in the first event rate for non-fatal myocardial infarction or coronary death (898 [8.7%] vs 1212 [11.8%]; p<0.0001), for non-fatal or fatal stroke (444 [4.3%] vs 585 [5.7%]; p<0.0001), and for coronary or non-coronary revascularisation (939 [9.1%] vs 1205 [11.7%]; p<0.0001). For the first occurrence of any of these major vascular events, there was a definite 24% (SE 3; 95% CI 19-28) reduction in the event rate (2033 [19.8%] vs 2585 [25.2%] affected individuals; p<0.0001). During the first year the reduction in major vascular events was not significant, but subsequently it was highly significant during each separate year. The proportional reduction in the event rate was similar (and significant) in each subcategory of participant studied, including: those without diagnosed coronary disease who had cerebrovascular disease, or had peripheral artery disease, or had diabetes; men and, separately, women; those aged either under or over 70 years at entry; and--most notably--even those who presented with LDL cholesterol below 3.0 mmol/L (116 mg/dL), or total cholesterol below 5.0 mmol/L (193 mg/dL). The benefits of simvastatin were additional to those of other cardioprotective treatments. The annual excess risk of myopathy with this regimen was about 0.01%. There were no significant adverse effects on cancer incidence or on hospitalisation for any other non-vascular cause. Adding simvastatin to existing treatments safely produces substantial additional benefits for a wide range of high-risk patients, irrespective of their initial cholesterol concentrations. Allocation to 40 mg simvastatin daily reduced the rates of myocardial infarction, of stroke, and of revascularisation by about one-quarter. After making allowance for non-compliance, actual use of this regimen would probably reduce these rates by about one-third. Hence, among the many types of high-risk individual studied, 5 years of simvastatin would prevent about 70-100 people per 1000 from suffering at least one of these major vascular events (and longer treatment should produce further benefit). The size of the 5-year benefit depends chiefly on such individuals' overall risk of major vascular events, rather than on their blood lipid concentrations alone.	Peripheral Artery Disease		Simvastatin		1
9547437	Although treatment of myocardial overload effectively reduces death from progression of heart failure, it is not known whether the retardation of progressive coronary artery disease obtained with lipid lowering treatment will prevent the onset and consequences of heart failure in patients without previous symptoms of heart failure. In the Scandinavian Simvastatin Survival Study, 4444 patients with coronary heart disease without evidence of heart failure were randomized to placebo (n = 2223) or simvastatin 20-40 mg (n = 2221) and followed for more than 5 years. Among the patients who received placebo, 228 (10.3%) were diagnosed with heart failure during follow-up evaluation compared with 184 (8.3%) of patients who received simvastatin (P < .015). Mortality was 31.9% in the placebo group and 25.5% in the simvastatin group among patients who developed heart failure. These compare with 9.2 and 6.6%, respectively, among non-heart failure patients. There were 45 hospitalizations because of acute heart failure in the placebo group and 23 in the simvastatin group (NS). Patients who developed heart failure were more likely to have suffered a recurrent myocardial infarction and have a history of diabetes, peripheral artery disease, and hypertension than patients who did not develop congestive heart failure. Long-term prevention with simvastatin reduces the occurrence of heart failure in a cohort of patients with coronary heart disease without previous evidence of congestive heart failure.	Peripheral Artery Disease		Simvastatin		1
